criticality,urgency,safety_risk,asset_importance,overdue,duration_hours,days_until_due,department,asset_type,task_type,corridor_id,high_delay_risk
2,1,1,5,False,3.52,6,S&T,Track,Replacement,MAS-BLR,0
2,5,5,4,True,3.68,10,Engineering,Signal,Overhaul,DEL-AGR,1
5,5,4,2,False,2.22,31,Traction Distribution,Point Machine,Replacement,BPL-NGP,1
4,3,2,4,False,0.8,-2,S&T,Signal,Repair,DEL-AGR,0
2,2,5,1,False,0.52,24,Traction Distribution,OHE,Testing,BPL-NGP,0
4,1,4,3,False,5.1,43,Engineering,Point Machine,Inspection,MUM-PUN,1
3,4,4,2,False,1.6,49,Traction Distribution,Point Machine,Testing,BPL-NGP,0
5,3,1,5,False,3.97,-10,S&T,Point Machine,Overhaul,BPL-NGP,1
2,4,4,1,False,3.67,7,Engineering,Signal,Inspection,MAS-BLR,0
5,4,3,5,False,2.7,5,Engineering,OHE,Repair,BPL-NGP,1
5,1,5,2,False,5.08,27,Engineering,Bridge,Repair,MAS-BLR,1
1,1,3,1,False,4.34,-1,Engineering,Bridge,Testing,DEL-AGR,0
1,4,4,4,False,0.63,57,S&T,Track,Replacement,MUM-PUN,0
3,1,2,4,False,4.77,54,Traction Distribution,Bridge,Repair,HWH-KOL,0
1,5,1,1,False,3.29,10,Traction Distribution,Bridge,Testing,DEL-AGR,0
2,1,1,1,False,2.41,16,Traction Distribution,Bridge,Inspection,DEL-AGR,0
3,4,5,1,False,4.5,18,S&T,Signal,Testing,DEL-AGR,0
5,5,4,3,False,4.27,-11,S&T,OHE,Testing,BPL-NGP,1
5,3,2,1,False,2.21,52,Engineering,Track,Repair,HWH-KOL,0
1,1,4,4,False,5.91,44,Engineering,Track,Inspection,BPL-NGP,1
5,5,1,1,False,4.07,10,S&T,OHE,Testing,MAS-BLR,0
1,1,1,4,False,3.83,27,Traction Distribution,Signal,Testing,DEL-AGR,0
4,3,3,5,False,0.88,14,Engineering,Signal,Repair,MAS-BLR,0
5,5,4,4,False,2.04,3,Engineering,Signal,Inspection,MUM-PUN,1
5,4,5,5,False,2.96,8,Engineering,OHE,Repair,HWH-KOL,1
2,1,4,5,False,3.97,-6,Engineering,Track,Inspection,MAS-BLR,0
5,5,2,1,True,3.32,46,Engineering,Bridge,Overhaul,MUM-PUN,1
1,1,5,2,False,4.7,35,Engineering,Point Machine,Replacement,MAS-BLR,0
3,4,3,4,False,1.94,55,Engineering,Point Machine,Repair,HWH-KOL,0
3,4,5,2,False,4.36,-14,S&T,Bridge,Overhaul,DEL-AGR,1
2,2,1,4,True,4.99,33,Traction Distribution,Point Machine,Overhaul,MAS-BLR,0
1,3,1,4,False,4.71,28,Engineering,Signal,Inspection,DEL-AGR,0
4,1,1,5,False,4.74,32,Engineering,Bridge,Replacement,BPL-NGP,0
2,5,5,2,False,5.39,60,Traction Distribution,OHE,Testing,HWH-KOL,0
4,2,1,2,True,0.96,15,Engineering,OHE,Overhaul,DEL-AGR,0
3,2,5,1,False,4.33,-4,Traction Distribution,OHE,Testing,HWH-KOL,0
2,3,4,2,False,5.83,-14,S&T,Track,Testing,MUM-PUN,1
5,4,1,2,False,3.66,22,Traction Distribution,Bridge,Inspection,DEL-AGR,1
1,3,5,3,True,1.7,-1,Engineering,Bridge,Repair,HWH-KOL,1
4,3,1,3,False,5.99,-4,Engineering,Point Machine,Replacement,DEL-AGR,0
4,3,1,5,False,1.46,-3,S&T,Signal,Replacement,HWH-KOL,1
2,5,3,4,False,2.35,6,Engineering,Bridge,Overhaul,MUM-PUN,1
2,2,2,4,False,1.45,-6,Engineering,Track,Overhaul,MAS-BLR,0
1,5,2,1,False,3.05,22,Traction Distribution,Signal,Overhaul,MAS-BLR,0
5,4,1,3,False,2.8,35,Engineering,Track,Inspection,MAS-BLR,1
5,5,4,4,False,3.2,7,S&T,Signal,Overhaul,MAS-BLR,1
2,5,1,2,False,5.6,-4,Traction Distribution,Signal,Overhaul,DEL-AGR,0
1,4,2,3,True,3.13,28,Engineering,Point Machine,Overhaul,HWH-KOL,0
1,2,3,4,False,3.33,-8,Engineering,Signal,Replacement,MUM-PUN,1
1,4,3,4,False,5.38,41,S&T,Bridge,Inspection,DEL-AGR,0
5,4,4,5,True,5.0,14,Engineering,Signal,Inspection,MUM-PUN,1
5,2,2,3,False,1.82,16,Traction Distribution,OHE,Overhaul,HWH-KOL,0
1,4,4,2,True,0.57,4,Engineering,OHE,Testing,MUM-PUN,1
4,2,4,2,True,3.96,7,Engineering,Bridge,Testing,DEL-AGR,1
1,3,2,4,False,5.15,-4,Engineering,Point Machine,Replacement,HWH-KOL,1
2,4,2,3,False,3.54,27,Engineering,Bridge,Replacement,DEL-AGR,0
3,1,3,3,True,1.66,-4,Engineering,Bridge,Inspection,DEL-AGR,0
4,2,3,1,False,4.58,37,S&T,Track,Replacement,HWH-KOL,0
5,4,1,3,False,4.18,5,S&T,Track,Inspection,DEL-AGR,0
1,3,3,2,False,3.61,28,S&T,OHE,Overhaul,MAS-BLR,0
1,5,1,3,True,5.25,26,Engineering,Track,Overhaul,MAS-BLR,1
2,1,3,5,False,4.81,33,Engineering,OHE,Inspection,MAS-BLR,1
2,4,5,4,False,4.17,42,Engineering,OHE,Testing,DEL-AGR,1
5,5,3,3,True,4.16,28,Engineering,Signal,Overhaul,HWH-KOL,1
4,5,4,5,True,4.14,49,Traction Distribution,Track,Repair,MAS-BLR,1
2,1,2,5,True,3.39,5,Engineering,Bridge,Replacement,HWH-KOL,0
5,5,5,3,False,3.05,42,Engineering,Signal,Inspection,MUM-PUN,0
3,2,5,4,True,4.4,11,S&T,Bridge,Testing,MAS-BLR,1
3,2,5,2,False,3.86,33,Engineering,Point Machine,Inspection,MUM-PUN,1
3,2,4,5,False,3.19,22,S&T,Point Machine,Testing,MAS-BLR,0
1,4,4,2,True,1.2,54,S&T,Point Machine,Overhaul,DEL-AGR,0
5,4,3,2,False,4.36,6,Traction Distribution,Signal,Testing,BPL-NGP,0
1,3,5,1,True,4.05,24,Engineering,Signal,Repair,DEL-AGR,1
1,1,5,5,True,2.38,-2,Engineering,Bridge,Testing,MAS-BLR,1
2,5,3,2,False,2.46,33,Traction Distribution,Point Machine,Replacement,MUM-PUN,0
2,2,1,5,False,1.86,-12,S&T,Signal,Repair,DEL-AGR,0
1,1,1,1,False,5.79,16,Engineering,Point Machine,Repair,MAS-BLR,0
1,3,2,3,False,5.23,-14,S&T,Signal,Testing,MAS-BLR,0
4,3,1,3,True,3.59,10,S&T,Bridge,Replacement,MAS-BLR,0
5,4,2,3,False,2.71,22,Traction Distribution,OHE,Replacement,HWH-KOL,1
1,5,1,1,True,4.55,10,Traction Distribution,Signal,Overhaul,DEL-AGR,0
2,1,5,1,False,3.4,14,S&T,Point Machine,Replacement,MUM-PUN,1
3,2,1,2,False,5.87,-3,Engineering,Point Machine,Replacement,DEL-AGR,0
5,3,4,3,False,0.8,39,Traction Distribution,Signal,Repair,DEL-AGR,1
4,4,2,4,False,0.69,45,Engineering,Point Machine,Inspection,DEL-AGR,0
4,4,1,3,False,3.63,20,Traction Distribution,Signal,Testing,HWH-KOL,0
3,2,4,2,False,1.62,-10,S&T,Signal,Replacement,BPL-NGP,1
3,4,5,2,True,3.82,-10,S&T,Bridge,Testing,HWH-KOL,1
1,5,4,4,True,4.8,36,Traction Distribution,Point Machine,Replacement,MUM-PUN,1
5,3,5,3,True,1.26,55,S&T,Track,Replacement,BPL-NGP,1
5,5,3,5,False,2.92,50,S&T,Point Machine,Replacement,MUM-PUN,0
1,4,4,3,False,4.29,16,Engineering,Signal,Testing,HWH-KOL,1
4,2,1,3,True,5.09,23,S&T,Signal,Inspection,MAS-BLR,0
1,2,5,1,False,3.23,-2,Engineering,OHE,Replacement,DEL-AGR,0
4,4,4,1,False,1.63,-9,Engineering,OHE,Inspection,MAS-BLR,1
5,2,2,5,True,3.72,43,Engineering,Bridge,Testing,MUM-PUN,1
1,2,2,2,False,3.0,18,S&T,OHE,Replacement,BPL-NGP,0
3,2,4,3,False,4.75,23,Traction Distribution,Signal,Testing,MUM-PUN,0
1,4,1,3,False,3.56,11,Engineering,Point Machine,Repair,DEL-AGR,0
3,2,5,1,False,2.04,9,Engineering,OHE,Inspection,HWH-KOL,1
5,4,2,3,False,4.65,59,S&T,Track,Overhaul,MUM-PUN,0
1,5,1,2,False,3.35,47,Engineering,Point Machine,Inspection,HWH-KOL,0
2,5,2,1,False,1.48,37,Engineering,OHE,Repair,MUM-PUN,0
5,5,5,3,False,3.6,15,S&T,OHE,Repair,MAS-BLR,1
2,1,2,3,False,5.72,40,S&T,Track,Repair,BPL-NGP,0
1,3,3,1,False,4.38,11,Engineering,OHE,Inspection,MAS-BLR,0
3,2,5,3,False,2.14,24,Engineering,Point Machine,Overhaul,BPL-NGP,0
3,5,1,4,False,4.41,-4,Engineering,Point Machine,Overhaul,BPL-NGP,0
4,4,4,2,True,2.05,39,Traction Distribution,Point Machine,Repair,DEL-AGR,0
2,2,2,5,False,3.48,-10,S&T,Bridge,Repair,HWH-KOL,1
5,3,4,4,False,3.4,40,Traction Distribution,OHE,Inspection,MAS-BLR,0
3,4,1,4,False,1.86,31,Engineering,OHE,Overhaul,DEL-AGR,0
2,3,1,1,False,2.41,-10,Traction Distribution,OHE,Testing,HWH-KOL,0
5,3,4,4,False,5.68,23,Engineering,Signal,Replacement,DEL-AGR,1
5,1,5,2,False,1.88,2,Traction Distribution,Signal,Replacement,BPL-NGP,0
3,3,5,4,False,4.91,21,Traction Distribution,Point Machine,Overhaul,MAS-BLR,1
1,2,4,5,False,4.17,-14,S&T,Signal,Testing,DEL-AGR,1
3,5,3,2,False,3.43,40,Traction Distribution,Point Machine,Testing,MAS-BLR,1
3,5,1,2,False,1.26,24,Traction Distribution,Point Machine,Inspection,MUM-PUN,1
1,4,2,1,False,1.63,13,Traction Distribution,Bridge,Replacement,MAS-BLR,0
4,1,4,4,False,1.48,51,Engineering,Track,Testing,DEL-AGR,0
5,5,2,4,False,3.73,34,Engineering,Signal,Overhaul,DEL-AGR,1
1,2,3,3,False,5.85,31,Traction Distribution,Point Machine,Testing,BPL-NGP,0
4,3,1,1,False,5.32,-3,Traction Distribution,OHE,Testing,BPL-NGP,0
1,5,3,2,False,0.64,23,S&T,Point Machine,Inspection,DEL-AGR,0
4,5,2,3,False,2.01,38,Engineering,Point Machine,Overhaul,DEL-AGR,0
3,1,1,5,False,1.36,55,S&T,Bridge,Replacement,MUM-PUN,0
1,2,1,1,False,5.87,31,S&T,Signal,Repair,DEL-AGR,0
5,4,3,2,False,1.8,-2,S&T,Signal,Overhaul,BPL-NGP,0
1,3,2,4,False,1.61,36,S&T,OHE,Inspection,BPL-NGP,0
3,2,1,2,False,3.91,-9,Traction Distribution,OHE,Replacement,BPL-NGP,0
1,3,3,5,False,3.56,9,S&T,Bridge,Replacement,HWH-KOL,0
5,5,1,5,False,1.74,54,Traction Distribution,Track,Repair,BPL-NGP,1
4,2,1,2,False,4.19,46,Engineering,Signal,Overhaul,HWH-KOL,0
5,4,1,4,False,1.03,53,Traction Distribution,Bridge,Testing,BPL-NGP,0
3,4,3,4,False,0.61,12,Traction Distribution,Point Machine,Testing,HWH-KOL,0
3,5,5,4,False,0.95,37,S&T,Point Machine,Overhaul,BPL-NGP,0
4,2,2,1,True,2.51,38,S&T,Signal,Repair,BPL-NGP,0
4,2,2,1,True,5.86,4,S&T,Point Machine,Testing,BPL-NGP,1
5,3,2,2,False,3.51,56,S&T,Signal,Testing,MAS-BLR,1
1,3,2,1,False,4.65,58,Traction Distribution,Point Machine,Testing,MUM-PUN,0
4,3,4,2,False,2.27,-6,Engineering,Track,Testing,MAS-BLR,1
1,4,2,4,False,4.46,43,S&T,Signal,Testing,DEL-AGR,0
2,4,4,3,False,5.81,19,Traction Distribution,Point Machine,Overhaul,HWH-KOL,1
5,2,5,2,False,2.47,36,S&T,Point Machine,Overhaul,HWH-KOL,1
2,4,5,1,False,5.99,27,S&T,Bridge,Overhaul,MAS-BLR,1
4,2,3,2,False,4.01,2,S&T,Bridge,Overhaul,DEL-AGR,0
3,3,4,3,False,4.62,-7,S&T,Track,Repair,MUM-PUN,1
2,1,5,4,False,1.89,24,S&T,Track,Testing,HWH-KOL,0
2,2,4,2,False,4.04,48,Traction Distribution,Signal,Overhaul,MAS-BLR,0
3,5,2,2,False,3.31,47,Traction Distribution,Bridge,Overhaul,HWH-KOL,0
4,3,1,3,True,5.76,6,Traction Distribution,OHE,Overhaul,BPL-NGP,0
4,4,1,1,False,5.48,50,S&T,Bridge,Inspection,DEL-AGR,0
5,1,5,2,False,2.68,12,Traction Distribution,Track,Testing,MAS-BLR,1
5,4,3,1,False,5.71,28,Traction Distribution,Bridge,Replacement,BPL-NGP,0
4,2,2,3,False,5.37,10,Engineering,Track,Testing,DEL-AGR,0
4,4,2,3,True,3.75,25,Traction Distribution,Bridge,Inspection,BPL-NGP,0
2,5,2,3,False,0.95,25,Traction Distribution,Bridge,Repair,DEL-AGR,1
3,3,5,4,True,1.38,38,S&T,Signal,Testing,HWH-KOL,1
1,1,4,2,False,0.92,21,Traction Distribution,Signal,Overhaul,BPL-NGP,0
2,3,5,5,False,1.09,25,Engineering,OHE,Overhaul,MAS-BLR,0
5,1,2,5,False,5.87,34,Traction Distribution,Point Machine,Replacement,DEL-AGR,1
3,3,3,1,False,1.67,17,S&T,Track,Replacement,MUM-PUN,1
1,1,1,5,False,4.3,25,Traction Distribution,Signal,Replacement,BPL-NGP,0
4,4,5,1,False,4.0,-8,S&T,Point Machine,Inspection,MUM-PUN,1
5,2,3,2,False,3.97,51,S&T,Bridge,Replacement,BPL-NGP,1
5,2,3,3,False,1.64,-5,S&T,Track,Replacement,DEL-AGR,1
2,1,3,1,False,3.69,51,S&T,Bridge,Repair,DEL-AGR,0
3,5,2,2,True,3.94,43,Traction Distribution,Bridge,Repair,HWH-KOL,0
3,5,5,1,False,3.64,57,Traction Distribution,Bridge,Overhaul,BPL-NGP,0
2,5,3,3,True,1.52,-13,Engineering,Signal,Overhaul,MUM-PUN,1
2,1,4,5,False,4.48,2,S&T,Point Machine,Replacement,MAS-BLR,1
2,2,1,5,False,0.9,-11,Engineering,Track,Overhaul,MAS-BLR,0
5,5,2,2,False,3.75,17,Engineering,Track,Repair,DEL-AGR,0
4,3,5,3,True,2.9,53,Traction Distribution,Track,Replacement,MUM-PUN,1
5,1,1,3,True,1.88,43,Traction Distribution,OHE,Replacement,HWH-KOL,1
5,1,1,3,False,4.94,38,Traction Distribution,Point Machine,Repair,HWH-KOL,0
5,2,5,4,True,1.47,49,S&T,Track,Inspection,MUM-PUN,1
1,5,2,5,False,5.63,-14,S&T,Track,Replacement,HWH-KOL,0
5,1,2,3,False,5.37,45,Traction Distribution,Signal,Testing,MAS-BLR,0
1,5,3,1,False,2.48,9,Engineering,Track,Replacement,MUM-PUN,0
3,4,1,5,True,2.18,37,Engineering,Bridge,Testing,MUM-PUN,0
3,5,1,5,False,1.26,43,S&T,Track,Testing,BPL-NGP,0
2,5,1,2,False,5.54,37,S&T,Signal,Overhaul,HWH-KOL,0
1,2,1,3,False,3.95,17,S&T,Signal,Testing,BPL-NGP,0
1,5,1,5,True,0.67,31,Engineering,Signal,Replacement,BPL-NGP,0
5,1,4,3,True,3.31,21,S&T,Bridge,Overhaul,BPL-NGP,1
2,2,2,3,False,0.97,33,Traction Distribution,Signal,Inspection,BPL-NGP,0
2,2,1,5,False,3.66,20,Engineering,OHE,Repair,BPL-NGP,0
5,1,1,5,False,3.3,15,S&T,OHE,Replacement,HWH-KOL,0
1,1,3,3,True,0.96,1,Engineering,Signal,Inspection,HWH-KOL,0
5,1,5,1,False,4.99,15,Engineering,OHE,Overhaul,MUM-PUN,1
5,1,2,3,True,1.94,40,S&T,Track,Testing,HWH-KOL,1
3,2,1,4,False,3.48,51,S&T,OHE,Inspection,BPL-NGP,0
1,1,2,2,False,4.01,-7,S&T,Track,Testing,BPL-NGP,0
1,1,3,3,False,5.79,-1,Engineering,OHE,Inspection,BPL-NGP,0
2,5,1,4,True,3.22,24,S&T,Signal,Inspection,MUM-PUN,1
3,1,5,1,False,5.55,38,Engineering,Signal,Overhaul,BPL-NGP,1
1,1,4,3,True,2.45,-2,S&T,Track,Overhaul,HWH-KOL,1
3,1,2,4,True,5.22,10,Traction Distribution,Bridge,Testing,MUM-PUN,0
1,1,5,2,False,1.8,-11,S&T,Track,Replacement,DEL-AGR,0
3,3,2,3,False,4.39,-11,Traction Distribution,Track,Replacement,MUM-PUN,1
1,5,1,4,False,0.99,-4,S&T,Track,Inspection,BPL-NGP,0
4,4,5,1,False,5.92,40,Traction Distribution,Bridge,Overhaul,MUM-PUN,1
1,3,5,4,False,5.75,51,Traction Distribution,Signal,Testing,DEL-AGR,0
1,1,2,2,False,2.93,23,Traction Distribution,OHE,Replacement,MUM-PUN,0
1,4,3,2,False,3.38,-1,S&T,Point Machine,Testing,MAS-BLR,0
5,1,1,4,False,3.79,55,Engineering,Track,Repair,DEL-AGR,1
1,4,4,1,False,2.01,6,S&T,Track,Testing,DEL-AGR,0
3,3,4,1,True,4.21,-3,Traction Distribution,Track,Replacement,HWH-KOL,1
3,5,4,3,False,4.34,-4,S&T,Point Machine,Inspection,MUM-PUN,1
3,2,3,5,False,3.39,12,Traction Distribution,Bridge,Repair,MAS-BLR,1
4,4,4,1,False,1.31,41,Traction Distribution,Point Machine,Replacement,MUM-PUN,1
5,3,3,4,False,5.56,15,Traction Distribution,Bridge,Inspection,HWH-KOL,1
2,3,5,1,False,1.13,19,S&T,Bridge,Testing,MUM-PUN,1
5,5,1,3,False,3.96,11,Engineering,Signal,Repair,MUM-PUN,0
2,4,3,3,True,1.07,56,S&T,Track,Overhaul,MUM-PUN,0
5,3,3,3,True,1.3,37,S&T,Track,Testing,MUM-PUN,1
3,3,3,1,False,0.61,35,Traction Distribution,Point Machine,Replacement,BPL-NGP,0
4,4,1,4,False,2.5,18,Engineering,Point Machine,Overhaul,BPL-NGP,0
5,2,2,2,True,4.02,25,Engineering,Bridge,Replacement,DEL-AGR,1
4,1,5,4,False,3.37,52,Engineering,OHE,Overhaul,HWH-KOL,1
5,3,1,4,False,4.21,35,S&T,Bridge,Inspection,MUM-PUN,0
3,1,4,3,False,4.21,47,Engineering,Bridge,Repair,MAS-BLR,0
1,1,4,2,False,1.27,-11,S&T,Bridge,Overhaul,DEL-AGR,0
3,3,3,4,True,0.82,50,Engineering,Bridge,Inspection,HWH-KOL,0
1,4,1,5,False,3.94,57,Traction Distribution,Track,Testing,MUM-PUN,0
5,4,1,5,False,4.09,36,S&T,Point Machine,Overhaul,MUM-PUN,0
2,2,2,5,False,3.56,57,Traction Distribution,Bridge,Inspection,MAS-BLR,0
2,3,1,2,False,1.85,28,S&T,Signal,Inspection,HWH-KOL,0
2,1,1,3,False,4.96,6,Engineering,Bridge,Inspection,MUM-PUN,1
4,4,1,2,False,0.92,31,Engineering,Signal,Overhaul,MAS-BLR,0
3,2,1,5,False,3.98,33,Traction Distribution,Signal,Replacement,BPL-NGP,0
5,4,5,5,False,1.16,-4,S&T,Point Machine,Replacement,DEL-AGR,1
3,5,4,5,False,4.1,1,Traction Distribution,Track,Replacement,HWH-KOL,1
2,4,1,1,False,2.8,7,Traction Distribution,OHE,Replacement,HWH-KOL,0
1,2,4,2,False,4.45,27,S&T,Bridge,Repair,HWH-KOL,0
1,5,1,4,False,0.79,-3,S&T,Track,Inspection,MUM-PUN,0
2,4,3,4,False,3.55,43,Engineering,Track,Inspection,MAS-BLR,1
5,4,1,2,False,1.3,-6,Engineering,Bridge,Overhaul,MAS-BLR,1
3,5,1,1,False,4.25,56,Engineering,Point Machine,Overhaul,DEL-AGR,0
5,5,1,1,False,1.16,36,Engineering,OHE,Repair,MAS-BLR,1
1,1,3,4,False,0.9,11,S&T,OHE,Repair,MAS-BLR,0
1,5,3,3,False,4.42,13,Traction Distribution,Bridge,Replacement,MUM-PUN,0
5,4,2,3,False,0.85,38,S&T,Point Machine,Overhaul,HWH-KOL,0
1,2,4,5,False,1.73,-8,S&T,Bridge,Replacement,DEL-AGR,1
1,2,4,1,True,5.04,39,Traction Distribution,Track,Replacement,MUM-PUN,0
3,4,4,4,False,4.95,27,Traction Distribution,OHE,Inspection,MUM-PUN,0
5,2,3,2,False,5.2,2,Engineering,Point Machine,Replacement,MAS-BLR,0
4,3,3,5,True,2.29,53,Engineering,Track,Overhaul,DEL-AGR,1
1,4,3,5,False,3.4,33,S&T,OHE,Replacement,MUM-PUN,1
5,4,2,3,False,4.75,-2,Engineering,Track,Testing,HWH-KOL,1
5,5,3,2,False,1.25,35,Engineering,Bridge,Overhaul,MAS-BLR,1
5,1,1,2,False,4.48,16,S&T,Point Machine,Testing,MAS-BLR,1
5,2,5,1,False,1.04,43,S&T,Track,Replacement,MAS-BLR,1
2,5,2,5,False,5.52,22,Engineering,OHE,Replacement,MUM-PUN,1
5,3,4,1,False,4.01,60,Engineering,Track,Replacement,MUM-PUN,1
2,2,5,3,False,3.21,55,Traction Distribution,Bridge,Repair,HWH-KOL,0
5,2,3,3,False,3.17,-11,S&T,Track,Replacement,MUM-PUN,1
3,2,5,4,False,1.5,16,S&T,Point Machine,Inspection,DEL-AGR,0
4,3,3,5,False,2.4,1,Engineering,Track,Replacement,MAS-BLR,1
4,2,1,3,True,4.5,19,Engineering,Track,Inspection,DEL-AGR,0
4,4,1,4,False,3.48,-4,S&T,Bridge,Replacement,DEL-AGR,0
4,3,1,3,True,3.41,26,Engineering,Signal,Testing,MAS-BLR,1
4,4,5,3,True,1.57,-3,Engineering,Track,Replacement,BPL-NGP,1
4,1,3,1,False,4.3,32,Traction Distribution,Point Machine,Overhaul,BPL-NGP,0
1,4,2,2,True,2.66,20,Traction Distribution,Signal,Replacement,DEL-AGR,1
5,5,3,3,False,1.51,60,S&T,OHE,Testing,MUM-PUN,0
3,1,2,1,True,5.69,51,Engineering,Bridge,Repair,MUM-PUN,1
2,2,5,2,False,3.29,31,Engineering,Point Machine,Testing,BPL-NGP,1
3,4,5,3,False,3.4,19,S&T,Signal,Overhaul,HWH-KOL,1
5,4,1,3,True,5.9,39,Traction Distribution,Signal,Testing,MUM-PUN,1
5,4,4,5,True,2.52,36,S&T,Signal,Inspection,BPL-NGP,1
5,3,2,5,False,5.69,-4,S&T,Point Machine,Testing,BPL-NGP,1
3,4,1,4,False,4.32,14,Engineering,Point Machine,Testing,BPL-NGP,1
4,4,5,1,False,3.98,60,Engineering,OHE,Repair,DEL-AGR,1
2,1,1,3,True,1.79,9,Engineering,Signal,Overhaul,BPL-NGP,0
4,4,2,4,False,0.78,-14,S&T,Track,Replacement,MUM-PUN,1
4,3,1,3,True,2.91,48,Engineering,Bridge,Inspection,MUM-PUN,0
2,1,3,3,False,0.56,55,Engineering,Point Machine,Replacement,MAS-BLR,1
2,3,3,3,False,0.89,35,S&T,Point Machine,Overhaul,HWH-KOL,0
1,3,2,3,False,3.77,33,S&T,Track,Repair,BPL-NGP,0
1,1,1,3,False,4.48,12,Traction Distribution,Signal,Repair,MUM-PUN,0
3,5,1,1,False,1.42,12,S&T,Signal,Replacement,MAS-BLR,0
3,2,5,3,False,4.53,54,Engineering,OHE,Testing,MUM-PUN,1
1,2,5,2,True,5.72,50,Traction Distribution,Point Machine,Inspection,DEL-AGR,0
3,3,5,4,False,4.59,23,Traction Distribution,Bridge,Testing,MUM-PUN,0
4,5,3,5,True,4.82,9,Traction Distribution,OHE,Testing,DEL-AGR,1
2,4,3,3,False,4.35,0,Traction Distribution,Signal,Testing,HWH-KOL,1
2,4,4,2,False,1.74,-14,S&T,OHE,Inspection,DEL-AGR,0
2,2,4,5,False,2.48,22,Traction Distribution,Point Machine,Replacement,MUM-PUN,0
3,5,3,4,True,5.72,27,Traction Distribution,Signal,Repair,BPL-NGP,1
2,5,2,3,False,4.14,36,S&T,OHE,Testing,DEL-AGR,0
4,3,3,1,False,4.84,46,Traction Distribution,Point Machine,Overhaul,HWH-KOL,0
2,3,1,1,True,5.83,13,Traction Distribution,OHE,Overhaul,BPL-NGP,1
3,1,1,2,False,1.77,-2,Traction Distribution,OHE,Inspection,HWH-KOL,0
2,4,4,2,False,2.27,49,S&T,Point Machine,Testing,DEL-AGR,0
1,5,5,4,False,4.05,43,S&T,Signal,Replacement,DEL-AGR,0
4,3,1,3,False,0.63,25,Traction Distribution,Track,Inspection,MAS-BLR,1
2,3,1,5,True,3.64,-12,Traction Distribution,Point Machine,Testing,BPL-NGP,0
2,3,1,3,False,4.95,21,Engineering,OHE,Testing,MUM-PUN,0
4,1,4,5,False,3.86,32,Engineering,Signal,Replacement,MAS-BLR,1
5,4,2,3,False,2.12,50,Traction Distribution,Track,Overhaul,DEL-AGR,1
4,4,2,2,True,4.48,24,Engineering,Bridge,Overhaul,DEL-AGR,1
5,5,1,4,False,1.3,20,Traction Distribution,Point Machine,Repair,MAS-BLR,1
5,5,5,3,True,5.42,14,Engineering,Signal,Overhaul,BPL-NGP,1
3,3,3,2,False,1.06,17,Traction Distribution,Point Machine,Testing,HWH-KOL,0
4,5,4,3,False,5.25,-13,Traction Distribution,OHE,Testing,MUM-PUN,1
2,3,4,4,True,3.24,-7,Engineering,Signal,Overhaul,MAS-BLR,1
3,4,1,2,True,2.86,42,Engineering,Signal,Repair,BPL-NGP,0
3,4,5,4,True,3.25,13,Traction Distribution,Track,Testing,HWH-KOL,1
5,5,3,5,False,1.6,49,Engineering,Bridge,Testing,MUM-PUN,1
5,4,4,3,False,3.02,15,Engineering,Bridge,Inspection,MUM-PUN,1
3,1,2,2,False,5.17,60,Traction Distribution,Bridge,Repair,HWH-KOL,0
4,1,5,3,False,4.91,-1,Traction Distribution,Signal,Replacement,BPL-NGP,1
2,3,5,5,False,1.4,0,Engineering,Bridge,Replacement,MAS-BLR,1
5,3,3,1,False,4.2,30,S&T,Signal,Overhaul,HWH-KOL,1
3,4,1,5,False,5.21,46,S&T,Bridge,Replacement,MUM-PUN,1
3,3,5,3,False,5.01,-4,S&T,Track,Inspection,HWH-KOL,1
4,3,5,5,False,2.84,23,S&T,Signal,Inspection,HWH-KOL,0
4,5,3,4,False,0.76,2,S&T,OHE,Overhaul,MUM-PUN,0
1,2,3,4,False,5.62,41,Engineering,Bridge,Overhaul,DEL-AGR,0
2,3,2,5,False,2.68,28,Engineering,Signal,Overhaul,MUM-PUN,0
1,3,1,1,False,2.49,35,Traction Distribution,OHE,Replacement,DEL-AGR,0
4,3,5,3,False,4.68,6,Engineering,Bridge,Repair,DEL-AGR,1
1,5,3,1,True,1.95,7,Traction Distribution,OHE,Repair,MAS-BLR,1
2,5,2,2,False,5.09,33,Engineering,Point Machine,Overhaul,BPL-NGP,0
3,3,4,1,False,0.92,12,Traction Distribution,OHE,Replacement,DEL-AGR,0
4,3,1,4,False,4.57,37,S&T,Track,Inspection,MUM-PUN,1
3,3,1,4,False,5.81,-3,Traction Distribution,Signal,Repair,MUM-PUN,0
5,1,2,4,False,5.98,8,Traction Distribution,OHE,Testing,MAS-BLR,0
5,3,3,1,True,5.58,-7,S&T,Track,Replacement,HWH-KOL,1
1,2,2,2,False,5.29,-8,Traction Distribution,Signal,Testing,MUM-PUN,0
5,1,1,4,False,2.03,5,S&T,Bridge,Replacement,BPL-NGP,0
4,1,2,5,False,5.82,22,Traction Distribution,Track,Replacement,HWH-KOL,1
4,3,2,5,False,5.6,-4,Traction Distribution,Signal,Testing,DEL-AGR,1
1,1,3,1,False,3.44,-8,Traction Distribution,Point Machine,Replacement,MUM-PUN,1
4,4,3,3,False,2.71,51,Traction Distribution,OHE,Inspection,DEL-AGR,0
4,3,5,1,True,1.1,24,S&T,Signal,Replacement,BPL-NGP,1
